idx,selected,selection_category,selection_rank,load_stratum,contrast_level,topology_id,topology_name,physical_topology_name,mask_name,mask_family,seed,n_nodes,n_edges,p,edge_json,input_mask_json,input_coupled_parameter_count,input_coupled_edge_count,input_coupled_coord_count,input_parameter_density,input_edge_density,input_coord_density,input_edge_load_gini,input_coord_load_gini,coord_load_distribution,edge_load_distribution,d_rel,d_rel_minus_n_req,comparison_branch_d_rel_min,comparison_branch_d_rel_mean,comparison_branch_d_rel_max,comparison_branch_d_rel_gini,comparison_branch_common_d_rel_min,comparison_branch_common_d_rel_mean,comparison_branch_common_d_rel_max,comparison_branch_common_d_rel_gini,comparison_branch_input_count_min,comparison_branch_input_count_mean,comparison_branch_input_count_max,comparison_branch_input_count_gini,comparison_branch_input_overlap_min,comparison_branch_input_overlap_mean,comparison_branch_input_overlap_max,comparison_branch_input_overlap_gini,rank_D,effective_rank_D,condition_number_D,condition_number_D_masked,condition_number_D_masked_log,root_tree_count_gini,edge_participation_gini,bottleneck_edge_fraction_095,mean_shortest_path,edge_M_mean,edge_M_gini,edge_overlap_norm_min,edge_overlap_norm_mean,tree_overlap_norm_min,tree_overlap_norm_mean,tree_overlap_norm_gini,diff_overlap_norm_min,diff_overlap_norm_mean,diff_overlap_norm_gini,diff_coord_load_gini,diff_pair_count_sampled,diff_pair_count_possible,diff_pairs_truncated,gamma_no_bias_exact_lcvar,gamma_no_bias_tropical_lcvar,gamma_no_bias_hard_root_lcvar
72,0,,,balanced_load,,cycle_chords_n6_m20_seed3__prospective_balanced_load_0072_c200_seed60690,cycle_chords_n6_m20_seed3__prospective_balanced_load_0072_c200_seed60690,cycle_chords_n6_m20_seed3,cycle_chords_n6_m20_seed3__prospective_balanced_load_0072_c200_seed60690,prospective_tree_diff_balanced_load,60690,6,20,20,topologies/cycle_chords_n6_m20_seed3.json,,200,20,20,0.5,1.0,1.0,0.0,0.0,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10,200,40,40,40.0,40,0.0,17,19.25,21,0.04870129870129869,40,40.0,40,0.0,17,19.25,21,0.04870129870129869,19,15.898610432389086,3.550238802485174,3.857550424706824,0.5863116117355216,0.10694444444444429,0.09454166666666675,0.0,1.3333333333333333,10.0,0.0,0.15,0.24062500000000003,0.8615384615384616,0.9684372893480129,0.01469550621591531,0.9137745974955277,0.962654990294761,0.007389286492945235,0.011516587949376378,79096,79096,False,,,
73,0,,,balanced_load,,cycle_chords_n6_m20_seed3__prospective_balanced_load_0073_c200_seed60691,cycle_chords_n6_m20_seed3__prospective_balanced_load_0073_c200_seed60691,cycle_chords_n6_m20_seed3,cycle_chords_n6_m20_seed3__prospective_balanced_load_0073_c200_seed60691,prospective_tree_diff_balanced_load,60691,6,20,20,topologies/cycle_chords_n6_m20_seed3.json,,200,20,20,0.5,1.0,1.0,0.0,0.0,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10,200,40,40,40.0,40,0.0,17,18.25,21,0.044520547945205546,40,40.0,40,0.0,17,18.25,21,0.044520547945205546,19,15.898610432389086,3.550238802485174,3.754114585288985,0.5745075242787335,0.10694444444444429,0.09454166666666675,0.0,1.3333333333333333,10.0,0.0,0.15,0.228125,0.7894736842105263,0.9615001988808812,0.020109271241570914,0.9240566037735849,0.959648511196575,0.008165628853295859,0.019870383956957616,79096,79096,False,,,
74,0,,,balanced_load,,cycle_chords_n6_m20_seed3__prospective_balanced_load_0074_c200_seed60692,cycle_chords_n6_m20_seed3__prospective_balanced_load_0074_c200_seed60692,cycle_chords_n6_m20_seed3,cycle_chords_n6_m20_seed3__prospective_balanced_load_0074_c200_seed60692,prospective_tree_diff_balanced_load,60692,6,20,20,topologies/cycle_chords_n6_m20_seed3.json,,200,20,20,0.5,1.0,1.0,0.0,0.0,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10,200,40,40,40.0,40,0.0,16,19.25,23,0.07467532467532467,40,40.0,40,0.0,16,19.25,23,0.07467532467532467,19,15.898610432389086,3.550238802485174,3.2062408543213023,0.5059961436493553,0.10694444444444429,0.09454166666666675,0.0,1.3333333333333333,10.0,0.0,0.15,0.24062499999999998,0.8307692307692308,0.9646660069342824,0.019311406399546982,0.8865083061636392,0.9584346555007596,0.010200964827949965,0.014511188554658716,79096,79096,False,,,
75,0,,,balanced_load,,cycle_chords_n6_m20_seed3__prospective_balanced_load_0075_c200_seed60693,cycle_chords_n6_m20_seed3__prospective_balanced_load_0075_c200_seed60693,cycle_chords_n6_m20_seed3,cycle_chords_n6_m20_seed3__prospective_balanced_load_0075_c200_seed60693,prospective_tree_diff_balanced_load,60693,6,20,20,topologies/cycle_chords_n6_m20_seed3.json,,200,20,20,0.5,1.0,1.0,0.0,0.0,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10,200,40,40,40.0,40,0.0,16,18.0,20,0.04166666666666674,40,40.0,40,0.0,16,18.0,20,0.04166666666666674,19,15.898610432389086,3.550238802485174,3.8700138412874803,0.5877125182964373,0.10694444444444429,0.09454166666666675,0.0,1.3333333333333333,10.0,0.0,0.15,0.225,0.8631578947368421,0.9691611105352586,0.018458915021515976,0.903896910417637,0.9558274574650781,0.009964604215286776,0.01668059504157493,79096,79096,False,,,
76,0,,,balanced_load,,cycle_chords_n6_m20_seed3__prospective_balanced_load_0076_c200_seed60694,cycle_chords_n6_m20_seed3__prospective_balanced_load_0076_c200_seed60694,cycle_chords_n6_m20_seed3,cycle_chords_n6_m20_seed3__prospective_balanced_load_0076_c200_seed60694,prospective_tree_diff_balanced_load,60694,6,20,20,topologies/cycle_chords_n6_m20_seed3.json,,200,20,20,0.5,1.0,1.0,0.0,0.0,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10,200,40,40,40.0,40,0.0,16,19.25,23,0.07467532467532467,40,40.0,40,0.0,16,19.25,23,0.07467532467532467,19,15.898610432389086,3.550238802485174,3.9491052265146798,0.5964987059537703,0.10694444444444429,0.09454166666666675,0.0,1.3333333333333333,10.0,0.0,0.15,0.24062499999999998,0.8947368421052632,0.9722077678968235,0.01478602880771862,0.9147647880763856,0.9591030553649827,0.008370687085697437,0.018529591587185035,79096,79096,False,,,
77,0,,,balanced_load,,cycle_chords_n6_m20_seed3__prospective_balanced_load_0077_c200_seed60695,cycle_chords_n6_m20_seed3__prospective_balanced_load_0077_c200_seed60695,cycle_chords_n6_m20_seed3,cycle_chords_n6_m20_seed3__prospective_balanced_load_0077_c200_seed60695,prospective_tree_diff_balanced_load,60695,6,20,20,topologies/cycle_chords_n6_m20_seed3.json,,200,20,20,0.5,1.0,1.0,0.0,0.0,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10,200,40,40,40.0,40,0.0,16,18.0,22,0.06944444444444442,40,40.0,40,0.0,16,18.0,22,0.06944444444444442,19,15.898610432389086,3.550238802485174,3.764137109194778,0.5756654342775933,0.10694444444444429,0.09454166666666675,0.0,1.3333333333333333,10.0,0.0,0.15,0.225,0.875,0.9631814517686129,0.01721927581742655,0.9206761006289308,0.9612349565551814,0.008130077073167152,0.015758876711909897,79096,79096,False,,,
78,0,,,balanced_load,,cycle_chords_n6_m20_seed3__prospective_balanced_load_0078_c200_seed60696,cycle_chords_n6_m20_seed3__prospective_balanced_load_0078_c200_seed60696,cycle_chords_n6_m20_seed3,cycle_chords_n6_m20_seed3__prospective_balanced_load_0078_c200_seed60696,prospective_tree_diff_balanced_load,60696,6,20,20,topologies/cycle_chords_n6_m20_seed3.json,,200,20,20,0.5,1.0,1.0,0.0,0.0,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10,200,40,40,40.0,40,0.0,16,19.25,22,0.06168831168831179,40,40.0,40,0.0,16,19.25,22,0.06168831168831179,19,15.898610432389086,3.550238802485174,3.6616880750324263,0.5636813456833218,0.10694444444444429,0.09454166666666675,0.0,1.3333333333333333,10.0,0.0,0.15,0.240625,0.8461538461538461,0.9670291519485499,0.020058598834943764,0.9186642814549791,0.9616315365842514,0.007465552201376235,0.016020420640743493,79096,79096,False,,,
79,0,,,balanced_load,,cycle_chords_n6_m20_seed3__prospective_balanced_load_0079_c200_seed60697,cycle_chords_n6_m20_seed3__prospective_balanced_load_0079_c200_seed60697,cycle_chords_n6_m20_seed3,cycle_chords_n6_m20_seed3__prospective_balanced_load_0079_c200_seed60697,prospective_tree_diff_balanced_load,60697,6,20,20,topologies/cycle_chords_n6_m20_seed3.json,,200,20,20,0.5,1.0,1.0,0.0,0.0,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10,200,40,40,40.0,40,0.0,18,21.25,26,0.08529411764705874,40,40.0,40,0.0,18,21.25,26,0.08529411764705874,19,15.898610432389086,3.550238802485174,3.4213058971082306,0.5341919059555859,0.10694444444444429,0.09454166666666675,0.0,1.3333333333333333,10.0,0.0,0.15,0.265625,0.8615384615384616,0.9725958172263955,0.016964337152494346,0.9092426952892069,0.9590745311632224,0.008636886506361963,0.02253442926143312,79096,79096,False,,,
80,0,,,balanced_load,,cycle_chords_n6_m20_seed3__prospective_balanced_load_0080_c200_seed60698,cycle_chords_n6_m20_seed3__prospective_balanced_load_0080_c200_seed60698,cycle_chords_n6_m20_seed3,cycle_chords_n6_m20_seed3__prospective_balanced_load_0080_c200_seed60698,prospective_tree_diff_balanced_load,60698,6,20,20,topologies/cycle_chords_n6_m20_seed3.json,,200,20,20,0.5,1.0,1.0,0.0,0.0,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10,200,40,40,40.0,40,0.0,15,16.75,18,0.04104477611940305,40,40.0,40,0.0,15,16.75,18,0.04104477611940305,19,15.898610432389086,3.550238802485174,3.739795792454078,0.5728478886626137,0.10694444444444429,0.09454166666666675,0.0,1.3333333333333333,10.0,0.0,0.1,0.209375,0.8433734939759037,0.9600004579298979,0.021278069769862462,0.880453345753765,0.956414854700664,0.010419916590811651,0.017066558143800314,79096,79096,False,,,
81,0,,,balanced_load,,cycle_chords_n6_m20_seed3__prospective_balanced_load_0081_c200_seed60699,cycle_chords_n6_m20_seed3__prospective_balanced_load_0081_c200_seed60699,cycle_chords_n6_m20_seed3,cycle_chords_n6_m20_seed3__prospective_balanced_load_0081_c200_seed60699,prospective_tree_diff_balanced_load,60699,6,20,20,topologies/cycle_chords_n6_m20_seed3.json,,200,20,20,0.5,1.0,1.0,0.0,0.0,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10,200,40,40,40.0,40,0.0,18,20.25,25,0.06481481481481488,40,40.0,40,0.0,18,20.25,25,0.06481481481481488,19,15.898610432389086,3.550238802485174,3.9057979517113637,0.5917097733280714,0.10694444444444429,0.09454166666666675,0.0,1.3333333333333333,10.0,0.0,0.15,0.253125,0.8245614035087719,0.9717796002667892,0.016149267710032778,0.9015680794907623,0.9565735631014315,0.010024086963376533,0.012762289068231736,79096,79096,False,,,
82,0,,,balanced_load,,cycle_chords_n6_m20_seed3__prospective_balanced_load_0082_c200_seed60700,cycle_chords_n6_m20_seed3__prospective_balanced_load_0082_c200_seed60700,cycle_chords_n6_m20_seed3,cycle_chords_n6_m20_seed3__prospective_balanced_load_0082_c200_seed60700,prospective_tree_diff_balanced_load,60700,6,20,20,topologies/cycle_chords_n6_m20_seed3.json,,200,20,20,0.5,1.0,1.0,0.0,0.0,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10,200,40,40,40.0,40,0.0,14,18.75,21,0.07666666666666666,40,40.0,40,0.0,14,18.75,21,0.07666666666666666,19,15.898610432389086,3.550238802485174,3.749984704465364,0.5740294963197622,0.10694444444444429,0.09454166666666675,0.0,1.3333333333333333,10.0,0.0,0.1,0.234375,0.8947368421052632,0.9642776648090337,0.014843846916176684,0.8736221083682658,0.9622161180160509,0.008535888221970156,0.0156953488016629,79096,79096,False,,,
83,0,,,balanced_load,,cycle_chords_n6_m20_seed3__prospective_balanced_load_0083_c200_seed60701,cycle_chords_n6_m20_seed3__prospective_balanced_load_0083_c200_seed60701,cycle_chords_n6_m20_seed3,cycle_chords_n6_m20_seed3__prospective_balanced_load_0083_c200_seed60701,prospective_tree_diff_balanced_load,60701,6,20,20,topologies/cycle_chords_n6_m20_seed3.json,,200,20,20,0.5,1.0,1.0,0.0,0.0,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10,200,40,40,40.0,40,0.0,13,18.25,21,0.08561643835616439,40,40.0,40,0.0,13,18.25,21,0.08561643835616439,19,15.898610432389086,3.550238802485174,3.389625916263776,0.5301517715166888,0.10694444444444429,0.09454166666666675,0.0,1.3333333333333333,10.0,0.0,0.15,0.22812500000000002,0.88,0.9627103981462287,0.01743845328155369,0.9333333333333333,0.96668661309664,0.006398621765399515,0.018770672841770475,79096,79096,False,,,
84,0,,,balanced_load,,cycle_chords_n6_m20_seed3__prospective_balanced_load_0084_c200_seed60702,cycle_chords_n6_m20_seed3__prospective_balanced_load_0084_c200_seed60702,cycle_chords_n6_m20_seed3,cycle_chords_n6_m20_seed3__prospective_balanced_load_0084_c200_seed60702,prospective_tree_diff_balanced_load,60702,6,20,20,topologies/cycle_chords_n6_m20_seed3.json,,200,20,20,0.5,1.0,1.0,0.0,0.0,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10,200,40,40,40.0,40,0.0,16,19.5,23,0.07692307692307687,40,40.0,40,0.0,16,19.5,23,0.07692307692307687,19,15.898610432389086,3.550238802485174,3.666993289840368,0.5643101152543122,0.10694444444444429,0.09454166666666675,0.0,1.3333333333333333,10.0,0.0,0.15,0.24375000000000002,0.8375,0.9581244726290453,0.022902722656163776,0.9174151150054765,0.9606687530658754,0.008144600758272835,0.018539526779163484,79096,79096,False,,,
85,0,,,balanced_load,,cycle_chords_n6_m20_seed3__prospective_balanced_load_0085_c200_seed60703,cycle_chords_n6_m20_seed3__prospective_balanced_load_0085_c200_seed60703,cycle_chords_n6_m20_seed3,cycle_chords_n6_m20_seed3__prospective_balanced_load_0085_c200_seed60703,prospective_tree_diff_balanced_load,60703,6,20,20,topologies/cycle_chords_n6_m20_seed3.json,,200,20,20,0.5,1.0,1.0,0.0,0.0,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10,200,40,40,40.0,40,0.0,20,21.25,23,0.026470588235294024,40,40.0,40,0.0,20,21.25,23,0.026470588235294024,19,15.898610432389086,3.550238802485174,3.8346459145790934,0.5837252680388492,0.10694444444444429,0.09454166666666675,0.0,1.3333333333333333,10.0,0.0,0.2,0.265625,0.8795180722891566,0.9755798103852659,0.014738116170535331,0.9102592186929537,0.9529674535581963,0.009737984773473984,0.014612890529469347,79096,79096,False,,,
86,0,,,balanced_load,,cycle_chords_n6_m20_seed3__prospective_balanced_load_0086_c200_seed60704,cycle_chords_n6_m20_seed3__prospective_balanced_load_0086_c200_seed60704,cycle_chords_n6_m20_seed3,cycle_chords_n6_m20_seed3__prospective_balanced_load_0086_c200_seed60704,prospective_tree_diff_balanced_load,60704,6,20,20,topologies/cycle_chords_n6_m20_seed3.json,,200,20,20,0.5,1.0,1.0,0.0,0.0,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10,200,40,40,40.0,40,0.0,17,20.0,21,0.03750000000000009,40,40.0,40,0.0,17,20.0,21,0.03750000000000009,19,15.898610432389086,3.550238802485174,3.714067103005634,0.569849745984753,0.10694444444444429,0.09454166666666675,0.0,1.3333333333333333,10.0,0.0,0.15,0.25,0.8625,0.9743530267747779,0.01373635143696994,0.8682000730193501,0.9518500356105669,0.013570483955437807,0.013436582905355765,79096,79096,False,,,
87,0,,,balanced_load,,cycle_chords_n6_m20_seed3__prospective_balanced_load_0087_c200_seed60705,cycle_chords_n6_m20_seed3__prospective_balanced_load_0087_c200_seed60705,cycle_chords_n6_m20_seed3,cycle_chords_n6_m20_seed3__prospective_balanced_load_0087_c200_seed60705,prospective_tree_diff_balanced_load,60705,6,20,20,topologies/cycle_chords_n6_m20_seed3.json,,200,20,20,0.5,1.0,1.0,0.0,0.0,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10,200,40,40,40.0,40,0.0,14,16.75,20,0.07089552238805963,40,40.0,40,0.0,14,16.75,20,0.07089552238805963,19,15.898610432389086,3.550238802485174,3.6793302242236035,0.565768768021966,0.10694444444444429,0.09454166666666675,0.0,1.3333333333333333,10.0,0.0,0.1,0.209375,0.8538461538461538,0.9625449404314289,0.0191816219943286,0.9251043530113298,0.9627341003118118,0.00688635126982895,0.012430090639520719,79096,79096,False,,,
88,0,,,balanced_load,,cycle_chords_n6_m20_seed3__prospective_balanced_load_0088_c200_seed60706,cycle_chords_n6_m20_seed3__prospective_balanced_load_0088_c200_seed60706,cycle_chords_n6_m20_seed3,cycle_chords_n6_m20_seed3__prospective_balanced_load_0088_c200_seed60706,prospective_tree_diff_balanced_load,60706,6,20,20,topologies/cycle_chords_n6_m20_seed3.json,,200,20,20,0.5,1.0,1.0,0.0,0.0,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10,200,40,40,40.0,40,0.0,18,19.75,22,0.04113924050632911,40,40.0,40,0.0,18,19.75,22,0.04113924050632911,19,15.898610432389086,3.550238802485174,3.8460921053908548,0.58501968041833,0.10694444444444429,0.09454166666666675,0.0,1.3333333333333333,10.0,0.0,0.15,0.24687499999999998,0.8508771929824561,0.980803485534581,0.014555418534614617,0.8799045915324986,0.949451280462792,0.009376850719281515,0.019746327800195695,79096,79096,False,,,
89,0,,,balanced_load,,cycle_chords_n6_m20_seed3__prospective_balanced_load_0089_c200_seed60707,cycle_chords_n6_m20_seed3__prospective_balanced_load_0089_c200_seed60707,cycle_chords_n6_m20_seed3,cycle_chords_n6_m20_seed3__prospective_balanced_load_0089_c200_seed60707,prospective_tree_diff_balanced_load,60707,6,20,20,topologies/cycle_chords_n6_m20_seed3.json,,200,20,20,0.5,1.0,1.0,0.0,0.0,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10,200,40,40,40.0,40,0.0,16,18.25,21,0.05821917808219168,40,40.0,40,0.0,16,18.25,21,0.05821917808219168,19,15.898610432389086,3.550238802485174,3.515642281258455,0.5460046789219262,0.10694444444444429,0.09454166666666675,0.0,1.3333333333333333,10.0,0.0,0.15,0.228125,0.8894736842105263,0.9667609019919082,0.014358729037455165,0.9024448419797257,0.9591956779630172,0.009421443384973971,0.01598866623868922,79096,79096,False,,,
90,0,,,balanced_load,,cycle_chords_n6_m20_seed3__prospective_balanced_load_0090_c200_seed60708,cycle_chords_n6_m20_seed3__prospective_balanced_load_0090_c200_seed60708,cycle_chords_n6_m20_seed3,cycle_chords_n6_m20_seed3__prospective_balanced_load_0090_c200_seed60708,prospective_tree_diff_balanced_load,60708,6,20,20,topologies/cycle_chords_n6_m20_seed3.json,,200,20,20,0.5,1.0,1.0,0.0,0.0,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10,200,40,40,40.0,40,0.0,17,18.75,20,0.036666666666666625,40,40.0,40,0.0,17,18.75,20,0.036666666666666625,19,15.898610432389086,3.550238802485174,3.8289087145308565,0.5830750124045925,0.10694444444444429,0.09454166666666675,0.0,1.3333333333333333,10.0,0.0,0.15,0.234375,0.7846153846153846,0.9592914939532081,0.022172986442045017,0.9104353011329755,0.9604364421278785,0.008909600516578742,0.011891450385179692,79096,79096,False,,,
91,0,,,balanced_load,,cycle_chords_n6_m20_seed3__prospective_balanced_load_0091_c200_seed60709,cycle_chords_n6_m20_seed3__prospective_balanced_load_0091_c200_seed60709,cycle_chords_n6_m20_seed3,cycle_chords_n6_m20_seed3__prospective_balanced_load_0091_c200_seed60709,prospective_tree_diff_balanced_load,60709,6,20,20,topologies/cycle_chords_n6_m20_seed3.json,,200,20,20,0.5,1.0,1.0,0.0,0.0,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10,200,40,40,40.0,40,0.0,16,18.0,20,0.04166666666666674,40,40.0,40,0.0,16,18.0,20,0.04166666666666674,19,15.898610432389086,3.550238802485174,3.8064719002497847,0.5805226281365535,0.10694444444444429,0.09454166666666675,0.0,1.3333333333333333,10.0,0.0,0.15,0.22499999999999998,0.9210526315789473,0.9770362218103182,0.011137158011478299,0.9241502683363149,0.9592516502669884,0.007248705546441858,0.012333910338713672,79096,79096,False,,,
92,0,,,balanced_load,,cycle_chords_n6_m20_seed3__prospective_balanced_load_0092_c200_seed60710,cycle_chords_n6_m20_seed3__prospective_balanced_load_0092_c200_seed60710,cycle_chords_n6_m20_seed3,cycle_chords_n6_m20_seed3__prospective_balanced_load_0092_c200_seed60710,prospective_tree_diff_balanced_load,60710,6,20,20,topologies/cycle_chords_n6_m20_seed3.json,,200,20,20,0.5,1.0,1.0,0.0,0.0,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10,200,40,40,40.0,40,0.0,18,19.75,22,0.04746835443037978,40,40.0,40,0.0,18,19.75,22,0.04746835443037978,19,15.898610432389086,3.550238802485174,3.449322114812669,0.5377337528346396,0.10694444444444429,0.09454166666666675,0.0,1.3333333333333333,10.0,0.0,0.15,0.246875,0.8421052631578947,0.9638532050773945,0.022693069637063745,0.9009470579102624,0.9583579581176176,0.009280111933033686,0.01727471952188786,79096,79096,False,,,
93,0,,,balanced_load,,cycle_chords_n6_m20_seed3__prospective_balanced_load_0093_c200_seed60711,cycle_chords_n6_m20_seed3__prospective_balanced_load_0093_c200_seed60711,cycle_chords_n6_m20_seed3,cycle_chords_n6_m20_seed3__prospective_balanced_load_0093_c200_seed60711,prospective_tree_diff_balanced_load,60711,6,20,20,topologies/cycle_chords_n6_m20_seed3.json,,200,20,20,0.5,1.0,1.0,0.0,0.0,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10,200,40,40,40.0,40,0.0,17,19.0,24,0.07236842105263164,40,40.0,40,0.0,17,19.0,24,0.07236842105263164,19,15.898610432389086,3.550238802485174,3.3696036223054717,0.5275788163698371,0.10694444444444429,0.09454166666666675,0.0,1.3333333333333333,10.0,0.0,0.15,0.2375,0.8625,0.9746938498342222,0.016385344306224292,0.9114275282949982,0.9554311026190817,0.009774752180444102,0.01657944714477866,79096,79096,False,,,
94,0,,,balanced_load,,cycle_chords_n6_m20_seed3__prospective_balanced_load_0094_c200_seed60712,cycle_chords_n6_m20_seed3__prospective_balanced_load_0094_c200_seed60712,cycle_chords_n6_m20_seed3,cycle_chords_n6_m20_seed3__prospective_balanced_load_0094_c200_seed60712,prospective_tree_diff_balanced_load,60712,6,20,20,topologies/cycle_chords_n6_m20_seed3.json,,200,20,20,0.5,1.0,1.0,0.0,0.0,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10,200,40,40,40.0,40,0.0,15,18.75,23,0.09666666666666668,40,40.0,40,0.0,15,18.75,23,0.09666666666666668,19,15.898610432389086,3.550238802485174,3.485172797907979,0.5422243156671663,0.10694444444444429,0.09454166666666675,0.0,1.3333333333333333,10.0,0.0,0.15,0.234375,0.90625,0.967302389805511,0.0121495756180241,0.89695885509839,0.9646450999330455,0.008296491080668211,0.01154467397285397,79096,79096,False,,,
95,0,,,balanced_load,,cycle_chords_n6_m20_seed3__prospective_balanced_load_0095_c200_seed60713,cycle_chords_n6_m20_seed3__prospective_balanced_load_0095_c200_seed60713,cycle_chords_n6_m20_seed3,cycle_chords_n6_m20_seed3__prospective_balanced_load_0095_c200_seed60713,prospective_tree_diff_balanced_load,60713,6,20,20,topologies/cycle_chords_n6_m20_seed3.json,,200,20,20,0.5,1.0,1.0,0.0,0.0,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10,200,40,40,40.0,40,0.0,17,18.5,23,0.060810810810810745,40,40.0,40,0.0,17,18.5,23,0.060810810810810745,19,15.898610432389086,3.550238802485174,3.1923373431975812,0.5041087782138046,0.10694444444444429,0.09454166666666675,0.0,1.3333333333333333,10.0,0.0,0.15,0.23125,0.88,0.9675709689720421,0.014475502085823377,0.920664493091135,0.9628908540165083,0.007460139290469625,0.01560226369527995,79096,79096,False,,,
96,0,,,balanced_load,,cycle_chords_n6_m20_seed3__prospective_balanced_load_0096_c200_seed60714,cycle_chords_n6_m20_seed3__prospective_balanced_load_0096_c200_seed60714,cycle_chords_n6_m20_seed3,cycle_chords_n6_m20_seed3__prospective_balanced_load_0096_c200_seed60714,prospective_tree_diff_balanced_load,60714,6,20,20,topologies/cycle_chords_n6_m20_seed3.json,,200,20,20,0.5,1.0,1.0,0.0,0.0,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10,200,40,40,40.0,40,0.0,17,19.0,22,0.05263157894736836,40,40.0,40,0.0,17,19.0,22,0.05263157894736836,19,15.898610432389086,3.550238802485174,3.347317242878801,0.5246968746830123,0.10694444444444429,0.09454166666666675,0.0,1.3333333333333333,10.0,0.0,0.15,0.2375,0.8614457831325302,0.9748773514266241,0.014410783644015934,0.9273457466228551,0.9610887678896735,0.0070104815019178535,0.012090765621178834,79096,79096,False,,,
