topology_index,topology_id,topology_name,train_seed,completed,output,results_path,command
0,g0000_cycle_chords_seed1,cycle_chords,1,False,/home/aadarwal/repos/topology/ICL/results/expanded_hard_sweeps/n5_m8_N3_D2/g0000_cycle_chords_seed1_trainseed1,/home/aadarwal/repos/topology/ICL/results/expanded_hard_sweeps/n5_m8_N3_D2/g0000_cycle_chords_seed1_trainseed1/results.pkl,python3 -u run_topology_icl.py --output /home/aadarwal/repos/topology/ICL/results/expanded_hard_sweeps/n5_m8_N3_D2/g0000_cycle_chords_seed1_trainseed1 --edge_json /home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m8_N3_D2/topologies/g0000_cycle_chords_seed1.json --seed 1 --input_mask_seed 1 --no_progress --K 128 --L 128 --D 2 --N 3 --B 1 --epsilon 0.001 --epochs 100 --lr 0.0025 --batch_size 50 --train_samples 5000 --val_samples 1000 --eval_frequency 10 --n_eval_samples 200 --test_samples 500 --method direct_solve --temperature 1.0 --device auto
0,g0000_cycle_chords_seed1,cycle_chords,2,False,/home/aadarwal/repos/topology/ICL/results/expanded_hard_sweeps/n5_m8_N3_D2/g0000_cycle_chords_seed1_trainseed2,/home/aadarwal/repos/topology/ICL/results/expanded_hard_sweeps/n5_m8_N3_D2/g0000_cycle_chords_seed1_trainseed2/results.pkl,python3 -u run_topology_icl.py --output /home/aadarwal/repos/topology/ICL/results/expanded_hard_sweeps/n5_m8_N3_D2/g0000_cycle_chords_seed1_trainseed2 --edge_json /home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m8_N3_D2/topologies/g0000_cycle_chords_seed1.json --seed 2 --input_mask_seed 2 --no_progress --K 128 --L 128 --D 2 --N 3 --B 1 --epsilon 0.001 --epochs 100 --lr 0.0025 --batch_size 50 --train_samples 5000 --val_samples 1000 --eval_frequency 10 --n_eval_samples 200 --test_samples 500 --method direct_solve --temperature 1.0 --device auto
0,g0000_cycle_chords_seed1,cycle_chords,3,False,/home/aadarwal/repos/topology/ICL/results/expanded_hard_sweeps/n5_m8_N3_D2/g0000_cycle_chords_seed1_trainseed3,/home/aadarwal/repos/topology/ICL/results/expanded_hard_sweeps/n5_m8_N3_D2/g0000_cycle_chords_seed1_trainseed3/results.pkl,python3 -u run_topology_icl.py --output /home/aadarwal/repos/topology/ICL/results/expanded_hard_sweeps/n5_m8_N3_D2/g0000_cycle_chords_seed1_trainseed3 --edge_json /home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m8_N3_D2/topologies/g0000_cycle_chords_seed1.json --seed 3 --input_mask_seed 3 --no_progress --K 128 --L 128 --D 2 --N 3 --B 1 --epsilon 0.001 --epochs 100 --lr 0.0025 --batch_size 50 --train_samples 5000 --val_samples 1000 --eval_frequency 10 --n_eval_samples 200 --test_samples 500 --method direct_solve --temperature 1.0 --device auto
0,g0000_cycle_chords_seed1,cycle_chords,4,False,/home/aadarwal/repos/topology/ICL/results/expanded_hard_sweeps/n5_m8_N3_D2/g0000_cycle_chords_seed1_trainseed4,/home/aadarwal/repos/topology/ICL/results/expanded_hard_sweeps/n5_m8_N3_D2/g0000_cycle_chords_seed1_trainseed4/results.pkl,python3 -u run_topology_icl.py --output /home/aadarwal/repos/topology/ICL/results/expanded_hard_sweeps/n5_m8_N3_D2/g0000_cycle_chords_seed1_trainseed4 --edge_json /home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m8_N3_D2/topologies/g0000_cycle_chords_seed1.json --seed 4 --input_mask_seed 4 --no_progress --K 128 --L 128 --D 2 --N 3 --B 1 --epsilon 0.001 --epochs 100 --lr 0.0025 --batch_size 50 --train_samples 5000 --val_samples 1000 --eval_frequency 10 --n_eval_samples 200 --test_samples 500 --method direct_solve --temperature 1.0 --device auto
0,g0000_cycle_chords_seed1,cycle_chords,5,False,/home/aadarwal/repos/topology/ICL/results/expanded_hard_sweeps/n5_m8_N3_D2/g0000_cycle_chords_seed1_trainseed5,/home/aadarwal/repos/topology/ICL/results/expanded_hard_sweeps/n5_m8_N3_D2/g0000_cycle_chords_seed1_trainseed5/results.pkl,python3 -u run_topology_icl.py --output /home/aadarwal/repos/topology/ICL/results/expanded_hard_sweeps/n5_m8_N3_D2/g0000_cycle_chords_seed1_trainseed5 --edge_json /home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m8_N3_D2/topologies/g0000_cycle_chords_seed1.json --seed 5 --input_mask_seed 5 --no_progress --K 128 --L 128 --D 2 --N 3 --B 1 --epsilon 0.001 --epochs 100 --lr 0.0025 --batch_size 50 --train_samples 5000 --val_samples 1000 --eval_frequency 10 --n_eval_samples 200 --test_samples 500 --method direct_solve --temperature 1.0 --device auto
1,g0033_cycle_chords_seed34,cycle_chords,1,False,/home/aadarwal/repos/topology/ICL/results/expanded_hard_sweeps/n5_m8_N3_D2/g0033_cycle_chords_seed34_trainseed1,/home/aadarwal/repos/topology/ICL/results/expanded_hard_sweeps/n5_m8_N3_D2/g0033_cycle_chords_seed34_trainseed1/results.pkl,python3 -u run_topology_icl.py --output /home/aadarwal/repos/topology/ICL/results/expanded_hard_sweeps/n5_m8_N3_D2/g0033_cycle_chords_seed34_trainseed1 --edge_json /home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m8_N3_D2/topologies/g0033_cycle_chords_seed34.json --seed 1 --input_mask_seed 1 --no_progress --K 128 --L 128 --D 2 --N 3 --B 1 --epsilon 0.001 --epochs 100 --lr 0.0025 --batch_size 50 --train_samples 5000 --val_samples 1000 --eval_frequency 10 --n_eval_samples 200 --test_samples 500 --method direct_solve --temperature 1.0 --device auto
1,g0033_cycle_chords_seed34,cycle_chords,2,False,/home/aadarwal/repos/topology/ICL/results/expanded_hard_sweeps/n5_m8_N3_D2/g0033_cycle_chords_seed34_trainseed2,/home/aadarwal/repos/topology/ICL/results/expanded_hard_sweeps/n5_m8_N3_D2/g0033_cycle_chords_seed34_trainseed2/results.pkl,python3 -u run_topology_icl.py --output /home/aadarwal/repos/topology/ICL/results/expanded_hard_sweeps/n5_m8_N3_D2/g0033_cycle_chords_seed34_trainseed2 --edge_json /home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m8_N3_D2/topologies/g0033_cycle_chords_seed34.json --seed 2 --input_mask_seed 2 --no_progress --K 128 --L 128 --D 2 --N 3 --B 1 --epsilon 0.001 --epochs 100 --lr 0.0025 --batch_size 50 --train_samples 5000 --val_samples 1000 --eval_frequency 10 --n_eval_samples 200 --test_samples 500 --method direct_solve --temperature 1.0 --device auto
1,g0033_cycle_chords_seed34,cycle_chords,3,False,/home/aadarwal/repos/topology/ICL/results/expanded_hard_sweeps/n5_m8_N3_D2/g0033_cycle_chords_seed34_trainseed3,/home/aadarwal/repos/topology/ICL/results/expanded_hard_sweeps/n5_m8_N3_D2/g0033_cycle_chords_seed34_trainseed3/results.pkl,python3 -u run_topology_icl.py --output /home/aadarwal/repos/topology/ICL/results/expanded_hard_sweeps/n5_m8_N3_D2/g0033_cycle_chords_seed34_trainseed3 --edge_json /home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m8_N3_D2/topologies/g0033_cycle_chords_seed34.json --seed 3 --input_mask_seed 3 --no_progress --K 128 --L 128 --D 2 --N 3 --B 1 --epsilon 0.001 --epochs 100 --lr 0.0025 --batch_size 50 --train_samples 5000 --val_samples 1000 --eval_frequency 10 --n_eval_samples 200 --test_samples 500 --method direct_solve --temperature 1.0 --device auto
1,g0033_cycle_chords_seed34,cycle_chords,4,False,/home/aadarwal/repos/topology/ICL/results/expanded_hard_sweeps/n5_m8_N3_D2/g0033_cycle_chords_seed34_trainseed4,/home/aadarwal/repos/topology/ICL/results/expanded_hard_sweeps/n5_m8_N3_D2/g0033_cycle_chords_seed34_trainseed4/results.pkl,python3 -u run_topology_icl.py --output /home/aadarwal/repos/topology/ICL/results/expanded_hard_sweeps/n5_m8_N3_D2/g0033_cycle_chords_seed34_trainseed4 --edge_json /home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m8_N3_D2/topologies/g0033_cycle_chords_seed34.json --seed 4 --input_mask_seed 4 --no_progress --K 128 --L 128 --D 2 --N 3 --B 1 --epsilon 0.001 --epochs 100 --lr 0.0025 --batch_size 50 --train_samples 5000 --val_samples 1000 --eval_frequency 10 --n_eval_samples 200 --test_samples 500 --method direct_solve --temperature 1.0 --device auto
1,g0033_cycle_chords_seed34,cycle_chords,5,False,/home/aadarwal/repos/topology/ICL/results/expanded_hard_sweeps/n5_m8_N3_D2/g0033_cycle_chords_seed34_trainseed5,/home/aadarwal/repos/topology/ICL/results/expanded_hard_sweeps/n5_m8_N3_D2/g0033_cycle_chords_seed34_trainseed5/results.pkl,python3 -u run_topology_icl.py --output /home/aadarwal/repos/topology/ICL/results/expanded_hard_sweeps/n5_m8_N3_D2/g0033_cycle_chords_seed34_trainseed5 --edge_json /home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m8_N3_D2/topologies/g0033_cycle_chords_seed34.json --seed 5 --input_mask_seed 5 --no_progress --K 128 --L 128 --D 2 --N 3 --B 1 --epsilon 0.001 --epochs 100 --lr 0.0025 --batch_size 50 --train_samples 5000 --val_samples 1000 --eval_frequency 10 --n_eval_samples 200 --test_samples 500 --method direct_solve --temperature 1.0 --device auto
